,ID,Priority,Family_type,First_stage,Start_time_S1,Finish_time_S1,Processing_Time_S1,Second_stage,Start_time_S2,Finish_Time_S2,Processing_Time_S2,Third_stage,Start_time_S3,Finish_time_S3,Processing_Time_S3,Fourth_stage,Start_time_s4,Finish_time,Processing_Time_S4,Overall_processing_time,Overall_waiting_time,Tardiness,BREAKS
39,32,6,29,SMD_3,172,1056,884,AOI_1,1056,1944,888,0,0,0,0,CC_0,1944,2243,299,2071,172,0,0
40,90,6,28,SMD_2,928,982,54,AOI_3,982,1033,51,SS_0,1033,1077,44,CC_1,1077,1125,48,197,928,0,0
41,95,6,27,SMD_3,7183,7298,115,AOI_0,7333,7394,61,SS_0,7394,7527,133,CC_1,7765,7819,54,363,7456,0,0
42,96,6,29,SMD_2,5970,6694,724,AOI_3,6694,6779,85,SS_1,6779,7059,280,CC_1,7087,7294,207,1296,5998,0,0
43,103,6,35,SMD_2,6694,6983,289,AOI_1,6983,7268,285,SS_1,7268,7718,450,CC_0,7718,7771,53,1077,6694,0,0
44,35,7,35,SMD_2,6983,7344,361,AOI_0,7394,7614,220,SS_3,7614,7829,215,0,0,0,0,796,7033,0,0
45,61,7,13,SMD_4,2408,3279,871,AOI_3,3279,4147,868,SS_4,4147,4932,785,CC_0,4932,5584,652,3176,2408,0,0
46,74,7,26,SMD_4,7213,8241,1028,AOI_1,8241,9113,872,SS_3,9113,10061,948,0,0,0,0,2848,7213,0,1
47,105,7,9,SMD_2,8039,8834,795,AOI_4,8834,9286,452,0,0,0,0,0,0,0,0,1247,8039,0,0
48,128,7,20,SMD_4,189,838,649,AOI_1,838,1006,168,SS_2,1006,1138,132,CC_1,1138,1355,217,1166,189,0,0
49,130,7,33,SMD_0,9357,9934,577,AOI_0,9965,10157,192,SS_3,10157,10277,120,CC_1,10277,10322,45,934,9388,0,1
50,146,7,7,SMD_0,8151,8331,180,AOI_4,8331,8757,426,SS_4,8757,8884,127,CC_1,9153,9265,112,845,8420,0,0
51,152,7,12,SMD_1,6683,7645,962,AOI_0,7645,8570,925,SS_1,8570,9323,753,CC_1,9425,9896,471,3111,6785,0,1
52,21,8,6,SMD_4,8806,8968,162,AOI_0,8968,9136,168,0,0,0,0,CC_0,9136,9195,59,389,8806,0,0
53,30,8,26,SMD_4,8241,8414,173,AOI_2,8414,8618,204,SS_3,8618,8820,202,CC_0,8820,8880,60,639,8241,0,0
54,33,8,6,SMD_4,8968,9319,351,AOI_1,9319,9896,577,SS_1,9896,10179,283,CC_1,10179,10221,42,1253,8968,0,2
55,41,8,36,SMD_3,5899,6002,103,AOI_2,6025,6083,58,SS_0,6083,6178,95,CC_1,6248,6291,43,299,5992,0,0
56,120,8,4,SMD_1,9799,9943,144,AOI_1,10093,10161,68,SS_4,10161,10414,253,0,0,0,0,465,9949,0,0
57,122,8,31,SMD_1,10211,10960,749,AOI_1,10960,11546,586,SS_0,11546,12362,816,CC_0,12362,12539,177,2328,10211,794,0
58,133,8,24,SMD_1,4807,5722,915,AOI_2,5722,6025,303,SS_1,6025,6367,342,CC_0,6455,6589,134,1694,4895,0,0
59,158,8,15,SMD_1,9397,9799,402,AOI_1,9896,10093,197,0,0,0,0,CC_0,10093,10162,69,668,9494,0,1
60,160,8,6,SMD_4,9319,9558,239,AOI_0,9789,9965,176,SS_2,9965,10052,87,0,0,0,0,502,9550,0,0
61,3,9,39,SMD_0,3151,4152,1001,AOI_1,4152,4982,830,0,0,0,0,0,0,0,0,1831,3151,0,0
62,14,9,35,SMD_2,7344,7537,193,AOI_2,7585,7653,68,SS_4,7653,7961,308,0,0,0,0,569,7392,0,0
63,18,9,22,SMD_4,5567,6490,923,AOI_0,6490,7333,843,SS_2,7333,7947,614,CC_1,7989,8282,293,2673,5609,0,0
64,34,9,13,SMD_4,3279,3355,76,AOI_0,3541,3587,46,SS_3,3587,3664,77,CC_0,3664,3704,40,239,3465,0,0
65,36,9,11,SMD_0,5620,6191,571,AOI_4,6191,6579,388,0,0,0,0,CC_1,6781,6828,47,1006,5822,0,0
66,44,9,1,SMD_3,10306,11330,1024,AOI_1,11546,12532,986,SS_1,12575,12929,354,CC_1,13001,13279,278,2642,10637,229,0
67,53,9,4,SMD_1,9943,10033,90,AOI_4,10146,10364,218,0,0,0,0,CC_1,10395,10551,156,464,10087,0,0
68,62,9,33,SMD_0,9934,10886,952,AOI_3,10886,11836,950,SS_1,11836,12575,739,CC_0,12575,13003,428,3069,9934,0,0
69,85,9,19,SMD_2,1999,2894,895,AOI_1,2894,3911,1017,SS_0,3911,4582,671,0,0,0,0,2583,1999,0,0
70,89,9,8,SMD_2,11907,12000,93,AOI_3,12017,12069,52,SS_0,12362,12426,64,CC_1,12426,12474,48,257,12217,0,0
71,97,9,27,SMD_3,7298,8167,869,AOI_3,8167,8518,351,SS_0,8518,9270,752,CC_0,9270,9509,239,2211,7298,0,0
72,99,9,2,SMD_2,4604,4667,63,AOI_1,4982,5226,244,SS_1,5226,5428,202,0,0,0,0,509,4919,0,0
73,119,9,26,SMD_4,8414,8767,353,AOI_0,8767,8944,177,SS_2,8944,9250,306,CC_1,9265,9425,160,996,8429,0,0
74,129,9,39,SMD_0,4152,4257,105,AOI_3,4257,4325,68,SS_1,4518,4570,52,CC_1,5043,5089,46,271,4818,0,0
75,150,9,22,SMD_4,6490,7213,723,AOI_1,7268,7844,576,SS_1,7844,8533,689,CC_1,8702,8852,150,2138,6714,0,0
76,20,10,20,SMD_4,838,882,44,AOI_3,882,939,57,0,0,0,0,CC_0,939,989,50,151,838,0,0
77,26,10,25,SMD_3,11922,12175,253,AOI_3,12235,12971,736,SS_1,13035,13220,185,CC_1,13279,13349,70,1244,12105,0,0
78,43,10,16,SMD_4,4076,4950,874,AOI_2,4983,5420,437,SS_1,5428,5517,89,CC_1,6291,6441,150,1550,4891,0,0
79,52,10,33,SMD_0,10886,11775,889,AOI_2,11775,12604,829,SS_3,12612,13259,647,CC_1,13424,13639,215,2580,11059,0,0
80,71,10,27,SMD_3,8167,9171,1004,AOI_0,9171,9789,618,SS_0,9789,10699,910,0,0,0,0,2532,8167,0,2
81,109,10,37,SMD_1,475,1159,684,AOI_3,1159,1282,123,SS_1,1282,1661,379,CC_0,1776,1872,96,1282,590,0,0
82,111,10,28,SMD_2,982,1259,277,AOI_0,1259,1490,231,SS_3,1490,1609,119,CC_1,1609,1682,73,700,982,0,0
83,113,10,3,SMD_3,3566,3961,395,AOI_1,3967,4152,185,0,0,0,0,0,0,0,0,580,3572,0,0
84,121,10,3,SMD_1,12527,12636,109,AOI_0,12636,12872,236,SS_1,12929,13035,106,CC_1,13349,13424,75,526,12898,0,0
85,69,11,9,SMD_2,9085,9998,913,AOI_0,10157,10635,478,SS_3,10635,11418,783,CC_1,11425,11723,298,2472,9251,0,1
86,4,11,11,SMD_0,6191,7079,888,AOI_3,7079,8085,1006,SS_3,8085,8596,511,CC_1,8852,9153,301,2706,6447,0,0
87,25,11,24,SMD_1,5722,5835,113,AOI_3,5835,6412,577,0,0,0,0,CC_0,6589,6657,68,758,5899,0,0
88,31,11,11,SMD_0,7079,7133,54,AOI_4,7133,7182,49,0,0,0,0,CC_1,7294,7441,147,250,7191,0,0
89,51,11,32,SMD_3,2051,2484,433,AOI_0,2484,3050,566,SS_1,3050,3594,544,0,0,0,0,1543,2051,0,0
90,70,11,36,SMD_3,6002,6132,130,AOI_2,6132,6232,100,SS_0,6232,6413,181,0,0,0,0,411,6002,0,0
91,101,11,16,SMD_4,4950,5306,356,AOI_0,5306,5400,94,SS_2,5400,5708,308,0,0,0,0,758,4950,0,0
92,112,11,33,SMD_0,11775,11825,50,AOI_3,11836,11884,48,SS_4,11895,11972,77,CC_1,11972,12019,47,222,11797,0,0
93,117,11,31,SMD_1,10960,11608,648,AOI_2,11614,11718,104,SS_4,11718,11895,177,CC_0,11895,11963,68,997,10966,0,0
94,135,11,19,SMD_2,2894,3749,855,AOI_0,3760,4052,292,0,0,0,0,CC_0,4052,4174,122,1269,2905,0,0
95,147,11,9,SMD_2,8834,9085,251,AOI_2,9085,10184,1099,SS_1,10184,10511,327,0,0,0,0,1677,8834,0,1
96,59,12,27,SMD_3,9171,10306,1135,AOI_2,10306,11133,827,SS_2,11133,11906,773,CC_0,11963,12355,392,3127,9228,0,1
97,42,12,20,SMD_0,11919,12690,771,AOI_2,12690,13595,905,SS_2,13595,14252,657,CC_0,14320,14367,47,2380,11987,0,0
98,45,12,35,SMD_2,7770,8039,269,AOI_1,8039,8203,164,SS_2,8203,8859,656,CC_0,8880,9043,163,1252,7791,0,0
99,104,12,18,SMD_4,11684,12090,406,AOI_3,12090,12235,145,SS_0,12426,12762,336,CC_0,13003,13061,58,945,12116,0,0
100,114,12,5,SMD_1,2073,2982,909,AOI_2,2982,4003,1021,SS_3,4003,4727,724,CC_1,5089,5621,532,3186,2435,0,0
101,22,13,24,SMD_1,13671,13838,167,AOI_1,13838,14003,165,SS_0,14037,14579,542,CC_0,14579,14698,119,993,13705,0,0
102,47,13,7,SMD_0,8331,8423,92,AOI_3,8518,8561,43,0,0,0,0,0,0,0,0,135,8426,0,0
103,56,13,1,SMD_1,6563,6683,120,AOI_1,6683,6807,124,SS_2,6807,6866,59,CC_1,6944,7087,143,446,6641,0,0
104,58,13,14,SMD_1,1654,1832,178,AOI_3,1832,1878,46,SS_0,1878,2044,166,CC_1,2044,2101,57,447,1654,0,0
105,92,13,35,SMD_2,7537,7770,233,AOI_2,7770,8033,263,SS_2,8033,8144,111,0,0,0,0,607,7537,0,0
106,141,13,40,SMD_2,12819,13468,649,AOI_3,13550,13812,262,0,0,0,0,0,0,0,0,911,12901,0,0
107,149,13,11,SMD_0,7133,7315,182,AOI_2,7440,7585,145,SS_0,7585,8257,672,CC_0,8257,8299,42,1041,7258,0,0
108,91,14,6,SMD_4,9558,10150,592,AOI_1,10161,10947,786,SS_0,10947,11523,576,CC_1,11723,11780,57,2011,9769,0,1
109,2,14,5,SMD_1,2982,3832,850,AOI_2,4003,4882,879,SS_4,4932,5600,668,CC_1,6441,6781,340,2737,4044,0,0
110,10,14,36,SMD_3,6132,6287,155,AOI_0,6287,6369,82,SS_1,6369,6715,346,CC_1,6828,6944,116,699,6245,0,0
111,11,14,21,SMD_3,13337,14274,937,AOI_2,14274,15021,747,SS_0,15021,15652,631,CC_0,15652,15806,154,2469,13337,0,0
112,27,14,40,SMD_2,13468,13616,148,AOI_0,13738,13794,56,SS_4,14113,14300,187,0,0,0,0,391,13909,0,0
113,39,14,32,SMD_3,2484,3324,840,AOI_4,3324,4281,957,SS_1,4570,4932,362,CC_0,5638,5814,176,2335,3479,0,0
114,48,14,16,SMD_2,13616,13769,153,AOI_4,13771,13935,164,SS_1,13943,14119,176,0,0,0,0,493,13626,0,0
115,60,14,6,SMD_4,10150,10750,600,AOI_0,10750,11696,946,SS_3,11696,12492,796,CC_1,12492,12812,320,2662,10150,0,0
116,64,14,1,SMD_3,11330,11922,592,AOI_4,11927,12768,841,SS_0,12768,13495,727,0,0,0,0,2160,11335,0,0
117,102,14,18,SMD_4,12090,13078,988,AOI_3,13078,13273,195,SS_1,13273,13943,670,0,0,0,0,1853,12090,0,0
118,148,14,9,SMD_2,9998,10916,918,AOI_4,10916,11927,1011,SS_2,11927,12738,811,0,0,0,0,2740,9998,0,0
119,9,15,25,SMD_3,12175,12874,699,AOI_0,12874,13738,864,SS_3,13738,14501,763,CC_1,14595,15319,724,3050,12269,0,0
120,65,15,7,SMD_0,8423,9357,934,AOI_3,9357,10548,1191,SS_1,10548,11313,765,CC_1,11313,11425,112,3002,8423,0,1
121,88,15,15,SMD_1,13930,14041,111,AOI_1,14041,14096,55,SS_1,14119,14207,88,0,0,0,0,254,13953,0,0
122,127,15,30,SMD_2,3903,4230,327,AOI_0,4230,5158,928,0,0,0,0,CC_0,5903,5987,84,1339,4648,0,0
123,132,15,8,SMD_2,12000,12819,819,AOI_1,12819,13827,1008,SS_1,14207,14946,739,CC_1,15319,15775,456,3022,12753,0,0
124,139,15,9,SMD_2,10916,11907,991,AOI_3,11907,11964,57,SS_4,11972,12770,798,CC_1,12812,13001,189,2035,10966,0,0
125,151,15,18,SMD_4,13078,13128,50,AOI_3,13273,13314,41,SS_3,13314,13364,50,CC_1,13639,13687,48,189,13498,0,0
126,159,15,12,SMD_1,7645,8558,913,AOI_3,8561,9236,675,SS_4,9236,9791,555,0,0,0,0,2143,7648,0,1
127,38,16,6,SMD_4,10750,11012,262,AOI_2,11133,11614,481,SS_1,11614,11725,111,CC_1,11780,11957,177,1031,10926,0,0
128,40,16,24,SMD_1,13838,13930,92,AOI_2,13930,13992,62,SS_2,14252,14313,61,CC_1,14313,14457,144,359,14098,0,0
129,63,16,20,SMD_0,12690,12896,206,AOI_4,12896,13562,666,0,0,0,0,0,0,0,0,872,12690,0,0
130,73,16,29,SMD_2,14033,14178,145,AOI_1,14188,14248,60,SS_4,14300,14455,155,0,0,0,0,360,14095,0,0
131,77,16,26,SMD_4,8767,8806,39,AOI_2,8806,8855,49,SS_3,8855,8897,42,CC_1,9896,9943,47,177,9766,0,0
132,79,16,18,SMD_4,13128,14086,958,AOI_3,14086,14366,280,SS_2,14402,15055,653,CC_1,15775,15919,144,2035,13884,0,0
133,100,16,18,SMD_4,14086,14993,907,AOI_0,14993,15950,957,SS_0,15950,16320,370,CC_1,16320,16488,168,2402,14086,0,0
134,24,17,15,SMD_1,14041,14173,132,AOI_4,14173,14378,205,SS_4,14455,14672,217,CC_0,14698,14738,40,594,14144,0,0
135,28,17,17,SMD_0,13380,14061,681,AOI_2,14061,14222,161,SS_0,14579,14997,418,0,0,0,0,1260,13737,0,0
136,46,17,20,SMD_0,12896,13283,387,AOI_4,13562,13771,209,SS_4,13771,14113,342,CC_1,14188,14288,100,1038,13250,0,0
137,50,17,30,SMD_2,4230,4485,255,AOI_4,4485,4757,272,SS_3,4757,5504,747,0,0,0,0,1274,4230,0,0
138,67,17,16,SMD_2,13769,14033,264,AOI_0,14033,14336,303,0,0,0,0,CC_0,14417,14507,90,657,13850,0,0
139,68,17,5,SMD_1,3832,4435,603,AOI_3,4435,4694,259,SS_0,4694,5050,356,CC_1,7819,7989,170,1388,6601,0,0
140,108,17,13,SMD_4,3355,3467,112,AOI_0,4052,4111,59,SS_1,4111,4210,99,0,0,0,0,270,3940,0,0
141,123,17,25,SMD_3,12874,13337,463,AOI_2,13595,13901,306,SS_3,14501,14828,327,0,0,0,0,1096,13732,0,0
142,134,17,3,SMD_1,12636,13229,593,AOI_3,13314,13550,236,SS_0,13550,14037,487,CC_0,14196,14320,124,1440,12880,0,0
143,136,17,17,SMD_0,14061,14130,69,AOI_1,14130,14188,58,SS_2,14356,14402,46,CC_1,14457,14595,138,311,14284,0,0
144,143,17,17,SMD_0,14130,14192,62,AOI_2,14222,14273,51,SS_2,14313,14356,43,CC_0,14367,14417,50,206,14211,0,0
145,82,18,13,SMD_4,3467,3743,276,AOI_3,4147,4245,98,SS_2,4245,5021,776,CC_1,8282,8461,179,1329,7132,0,0
146,124,18,21,SMD_3,14274,14337,63,AOI_0,14337,14465,128,SS_3,14828,14883,55,CC_1,15919,16071,152,398,15673,0,0
147,126,18,6,SMD_4,11012,11684,672,AOI_0,11696,12581,885,SS_2,12738,13469,731,CC_1,13824,14188,364,2652,11536,0,0
148,138,18,12,SMD_1,8558,9397,839,AOI_4,9397,10146,749,SS_2,10146,10858,712,CC_1,10858,10927,69,2369,8558,0,1
149,142,18,33,SMD_0,11825,11919,94,AOI_3,11964,12017,53,SS_3,12492,12612,120,CC_1,13687,13824,137,404,13420,0,0
150,153,18,3,SMD_1,13229,13671,442,AOI_0,13794,14003,209,SS_4,14722,15137,415,CC_1,16071,16172,101,1167,15005,0,0
151,156,18,15,SMD_1,14173,14225,52,AOI_1,14248,14303,55,SS_4,14672,14722,50,0,0,0,0,157,14565,0,0
152,157,18,20,SMD_4,882,984,102,AOI_4,1003,1070,67,SS_4,1070,1237,167,0,0,0,0,336,901,0,0
153,8,19,36,SMD_3,6287,7183,896,AOI_4,7183,8163,980,0,0,0,0,CC_1,8461,8702,241,2117,6585,0,0
154,57,19,28,SMD_2,1259,1425,166,AOI_3,1425,1518,93,SS_4,1518,1608,90,0,0,0,0,349,1259,0,0
155,72,19,20,SMD_0,13283,13380,97,AOI_3,13812,13880,68,SS_3,14883,14938,55,CC_1,16172,16221,49,269,15952,0,0
156,76,19,2,SMD_2,4667,5580,913,AOI_1,5580,6571,991,SS_0,6571,7380,809,0,0,0,0,2713,4667,0,0
157,83,19,4,SMD_1,10033,10211,178,AOI_2,10211,10291,80,0,0,0,0,CC_1,10322,10395,73,331,10064,0,0
158,140,19,31,SMD_1,11608,12527,919,AOI_1,12532,12773,241,SS_4,12773,13547,774,CC_0,13547,14196,649,2583,11613,0,0
159,155,19,11,SMD_0,7315,8151,836,AOI_2,8151,8407,256,0,0,0,0,0,0,0,0,1092,7315,0,0
0,12,1,34,SMD_0,0,402,402,AOI_2,402,781,379,0,0,0,0,CC_1,781,979,198,979,0,0,0
1,23,1,37,SMD_1,0,354,354,AOI_0,354,441,87,SS_0,441,592,151,CC_1,592,696,104,696,0,0,0
2,131,1,29,SMD_3,0,37,37,AOI_0,37,90,53,SS_0,90,138,48,0,0,0,0,138,0,0,0
3,29,1,18,SMD_0,402,1155,753,AOI_1,1155,1457,302,SS_2,1457,2127,670,CC_0,2243,2441,198,1923,518,0,0
4,75,1,20,SMD_4,0,189,189,AOI_1,189,766,577,SS_0,766,1021,255,0,0,0,0,1021,0,0,0
5,78,1,29,SMD_3,37,172,135,AOI_0,172,230,58,SS_0,230,339,109,0,0,0,0,302,37,0,0
6,81,1,28,SMD_2,0,723,723,AOI_0,723,1170,447,SS_0,1170,1600,430,CC_0,1600,1776,176,1776,0,0,0
7,6,2,21,SMD_2,1857,2187,330,AOI_1,2187,2513,326,SS_0,2513,2770,257,CC_0,2770,2814,44,957,1857,0,0
8,49,2,39,SMD_3,2472,2990,518,AOI_2,2990,3082,92,SS_0,3082,3205,123,CC_0,3205,3281,76,809,2472,0,0
9,66,2,19,SMD_2,1533,1794,261,AOI_1,1794,2082,288,SS_3,2082,2239,157,CC_1,2239,2466,227,933,1533,0,0
10,84,2,33,SMD_2,1425,1533,108,AOI_3,1533,1628,95,SS_0,1628,1758,130,0,0,0,0,333,1425,0,0
11,93,2,28,SMD_2,723,881,158,AOI_1,881,1058,177,SS_2,1058,1153,95,CC_0,1153,1203,50,480,723,0,0
12,115,2,38,SMD_3,1835,1977,142,AOI_0,1977,2018,41,0,0,0,0,CC_1,2018,2073,55,238,1835,0,0
13,125,2,31,SMD_4,439,1438,999,AOI_4,1438,2281,843,0,0,0,0,0,0,0,0,1842,439,0,0
14,154,2,39,SMD_1,1159,1482,323,AOI_1,1482,1740,258,SS_3,1740,2068,328,0,0,0,0,909,1159,0,0
15,37,3,14,SMD_3,1977,2472,495,AOI_2,2472,2727,255,SS_2,2727,2933,206,CC_0,2933,3000,67,1023,1977,0,0
16,98,3,3,SMD_2,3708,3950,242,AOI_2,3950,4123,173,0,0,0,0,CC_1,4123,4277,154,569,3708,0,0
17,110,3,13,SMD_2,2187,2301,114,AOI_2,2301,2344,43,SS_0,2344,2392,48,CC_1,2466,2512,46,251,2261,0,0
18,118,3,32,SMD_1,1482,2477,995,AOI_3,2477,3385,908,SS_1,3385,4206,821,CC_1,4277,5084,807,3531,1553,0,0
19,13,4,20,SMD_2,3950,4926,976,AOI_1,4935,5278,343,SS_1,5278,5722,444,CC_1,5913,6012,99,1862,4150,0,0
20,15,4,33,SMD_0,2504,2691,187,AOI_1,2691,2731,40,0,0,0,0,CC_1,2731,2882,151,378,2504,0,0
21,55,4,16,SMD_1,2477,2810,333,AOI_1,2810,2917,107,SS_4,2917,3217,300,CC_1,3217,3396,179,919,2477,0,0
22,86,4,1,SMD_4,3709,3806,97,AOI_1,3806,3919,113,SS_2,3919,3982,63,0,0,0,0,273,3709,0,0
23,87,4,28,SMD_2,881,928,47,AOI_2,928,1003,75,SS_1,1003,1095,92,0,0,0,0,214,881,0,0
24,107,4,39,SMD_3,2990,3815,825,AOI_3,3815,4205,390,SS_4,4205,4892,687,0,0,0,0,1902,2990,0,0
25,116,4,5,SMD_3,4921,5162,241,AOI_1,5278,5584,306,SS_3,5584,5738,154,CC_1,5770,5913,143,844,5069,0,0
26,137,4,30,SMD_1,2810,2964,154,AOI_0,2964,3020,56,SS_2,3020,3099,79,CC_1,3099,3147,48,337,2810,0,0
27,145,4,13,SMD_2,2301,2373,72,AOI_2,2373,2427,54,SS_0,2427,2510,83,0,0,0,0,209,2301,0,0
28,5,5,2,SMD_0,4970,5089,119,AOI_4,5094,5551,457,SS_2,5551,5631,80,CC_0,6025,6079,54,710,5369,0,0
29,7,5,11,SMD_1,3837,4828,991,AOI_4,4828,4985,157,SS_3,4985,5257,272,CC_1,5368,5541,173,1593,3948,0,0
30,17,5,11,SMD_1,4828,5200,372,AOI_0,5366,5640,274,SS_0,5640,5862,222,CC_1,6012,6177,165,1033,5144,0,0
31,54,5,10,SMD_1,2964,3837,873,AOI_4,3837,4272,435,SS_1,4272,5046,774,0,0,0,0,2082,2964,0,0
32,80,5,23,SMD_0,5089,5479,390,AOI_4,5551,5746,195,SS_2,5746,5911,165,CC_0,6168,6293,125,875,5418,0,0
33,94,5,19,SMD_2,1794,1857,63,AOI_3,1857,1993,136,SS_1,1997,2197,200,0,0,0,0,399,1798,0,0
34,106,5,37,SMD_1,354,475,121,AOI_0,475,525,50,0,0,0,0,CC_0,525,578,53,224,354,0,0
35,144,5,22,SMD_0,5479,5740,261,AOI_0,5741,5788,47,SS_0,5862,5953,91,CC_0,6079,6168,89,488,5680,0,0
36,1,6,36,SMD_2,4926,5015,89,AOI_4,5053,5094,41,SS_2,5094,5158,64,CC_1,5226,5368,142,336,5032,0,0
37,16,6,24,SMD_2,5248,5620,372,AOI_0,5640,5741,101,SS_1,5741,5870,129,CC_1,6320,6558,238,840,5718,0,0
38,19,6,1,SMD_4,3806,4489,683,AOI_0,4489,5366,877,0,0,0,0,CC_1,5541,5770,229,1789,3981,0,0
39,32,6,29,SMD_3,172,1056,884,AOI_2,1056,1944,888,0,0,0,0,CC_0,1944,2243,299,2071,172,0,0
40,90,6,28,SMD_2,928,982,54,AOI_4,982,1033,51,SS_0,1033,1077,44,CC_1,1077,1125,48,197,928,0,0
41,95,6,27,SMD_4,6830,6945,115,AOI_2,7021,7082,61,SS_4,7082,7215,133,CC_1,7239,7388,149,458,6930,0,0
42,96,6,29,SMD_3,1056,1735,679,AOI_0,1735,1820,85,SS_0,1820,2100,280,CC_1,2100,2212,112,1156,1056,0,0
43,103,6,35,SMD_4,6180,6469,289,AOI_3,6469,6754,285,SS_1,6754,7204,450,CC_0,7314,7367,53,1077,6290,0,0
44,35,7,35,SMD_4,6469,6830,361,AOI_4,6838,7058,220,SS_3,7058,7273,215,0,0,0,0,796,6477,0,0
45,61,7,13,SMD_2,2373,3244,871,AOI_0,3244,4112,868,SS_2,4112,4897,785,CC_0,5373,6025,652,3176,2849,0,0
46,74,7,26,SMD_4,6945,7973,1028,AOI_3,8023,8895,872,SS_0,8895,9674,779,0,0,0,0,2679,6995,0,0
47,105,7,9,SMD_3,7524,8319,795,AOI_1,8319,8771,452,0,0,0,0,0,0,0,0,1247,7524,0,0
48,128,7,20,SMD_1,8106,8800,694,AOI_1,8800,8968,168,SS_2,8968,9100,132,CC_1,9292,9414,122,1116,8298,0,0
49,130,7,33,SMD_0,2691,2985,294,AOI_1,2985,3177,192,SS_2,3177,3297,120,CC_1,3396,3536,140,746,2790,0,0
50,146,7,7,SMD_0,7386,7566,180,AOI_3,7597,8023,426,SS_2,8023,8150,127,CC_1,8531,8643,112,845,7798,0,0
51,152,7,12,SMD_2,6862,7824,962,AOI_4,7826,8751,925,SS_1,8751,9504,753,CC_1,9890,10278,388,3028,7250,0,0
52,21,8,6,SMD_4,8887,9049,162,AOI_4,9049,9217,168,0,0,0,0,CC_0,9276,9335,59,389,8946,0,0
53,30,8,26,SMD_0,8592,8810,218,AOI_4,8810,9014,204,SS_3,9014,9216,202,CC_0,9216,9276,60,684,8592,0,0
54,33,8,6,SMD_4,9049,9619,570,AOI_4,9642,9941,299,SS_4,10015,10206,191,CC_1,10278,10320,42,1102,9218,0,1
55,41,8,36,SMD_2,5015,5118,103,AOI_1,5584,5642,58,SS_2,5642,5737,95,CC_1,6558,6601,43,299,6302,0,0
56,120,8,4,SMD_3,9291,9435,144,AOI_1,9518,9586,68,SS_0,9674,10080,406,0,0,0,0,618,9462,0,1
57,122,8,31,SMD_4,1438,2142,704,AOI_0,2142,2728,586,SS_3,2728,3544,816,CC_0,3544,3721,177,2283,1438,0,0
58,133,8,24,SMD_2,5620,6535,915,AOI_4,6535,6838,303,SS_2,6838,7180,342,CC_0,7180,7314,134,1694,5620,0,0
59,158,8,15,SMD_1,7731,7856,125,AOI_0,7962,8159,197,0,0,0,0,CC_0,8159,8228,69,391,7837,0,0
60,160,8,6,SMD_4,9619,9858,239,AOI_0,9869,10045,176,SS_0,10080,10167,87,0,0,0,0,502,9665,0,0
61,3,9,39,SMD_3,3815,4816,1001,AOI_2,4816,5646,830,0,0,0,0,0,0,0,0,1831,3815,0,0
62,14,9,35,SMD_0,9202,9440,238,AOI_4,9574,9642,68,SS_3,10030,10338,308,0,0,0,0,614,9724,0,0
63,18,9,22,SMD_0,5740,6663,923,AOI_3,6754,7597,843,SS_3,7597,8211,614,CC_1,8643,8936,293,2673,6263,0,0
64,34,9,13,SMD_2,3244,3320,76,AOI_1,3320,3366,46,SS_0,3366,3443,77,CC_0,3443,3483,40,239,3244,0,0
65,36,9,11,SMD_1,5200,5771,571,AOI_2,5771,6159,388,0,0,0,0,CC_1,6647,6694,47,1006,5688,0,0
66,44,9,1,SMD_4,4489,5468,979,AOI_1,5642,6628,986,SS_0,6628,6982,354,CC_1,7004,7187,183,2502,4685,0,0
67,53,9,4,SMD_3,9435,9525,90,AOI_1,9586,9995,409,0,0,0,0,CC_1,10463,10524,61,560,9964,0,1
68,62,9,33,SMD_0,2985,3937,952,AOI_1,3937,4887,950,SS_0,4887,5626,739,CC_0,6293,6721,428,3069,3652,0,0
69,85,9,19,SMD_0,10202,11142,940,AOI_4,11267,12284,1017,SS_3,12298,12969,671,0,0,0,0,2628,10341,0,0
70,89,9,8,SMD_2,9576,9945,369,AOI_1,9995,10047,52,SS_0,10167,10231,64,CC_1,10320,10463,143,628,9835,0,1
71,97,9,27,SMD_4,7973,8887,914,AOI_3,8895,9246,351,SS_2,9246,10180,934,CC_0,10180,10419,239,2438,7981,0,1
72,99,9,2,SMD_3,9703,9912,209,AOI_4,9941,10185,244,SS_4,10206,10408,202,0,0,0,0,655,9753,0,1
73,119,9,26,SMD_0,8810,9163,353,AOI_4,9217,9574,357,SS_4,9574,10015,441,CC_1,10524,10684,160,1311,9373,0,2
74,129,9,39,SMD_3,4816,4921,105,AOI_4,4985,5053,68,SS_1,5053,5105,52,CC_1,6601,6647,46,271,6376,0,0
75,150,9,22,SMD_0,6663,7386,723,AOI_0,7386,7962,576,SS_1,7962,8651,689,CC_1,8936,8991,55,2043,6948,0,0
76,20,10,20,SMD_4,189,233,44,AOI_0,233,290,57,0,0,0,0,CC_0,290,315,25,126,189,0,0
77,26,10,25,SMD_1,10362,10615,253,AOI_1,10615,11351,736,SS_2,11351,11536,185,CC_1,11624,11694,70,1244,10450,0,0
78,43,10,16,SMD_2,10764,11683,919,AOI_2,11772,12209,437,SS_3,12209,12298,89,CC_1,12298,12543,245,1690,10853,0,0
